participation_channel,city_id,survey_id,agent_id,twitter_profile,gender,birth_date,arrival_date,district_id,engagement_feeling,source_social_medias,source_messaging_app,source_word_mouth,source_internet,source_email,source_print_medias,source_newspapers,source_radio,source_tv,source_city_council,source_other,total_sources,facebook,twitter,youtube,medium,linkedin,instagram,Pinterest,Snapchat,other_social_media,total_social_medias,line,whatsapp,wechat,slack,telegram,messenger,other_messaging_app,total_messaging_app,agent_category,agent_type,influencer_national_gov,influencer_local_gov,influencer_public_services,influencer_investor,influencer_academic,influencer_private_research,influencer_corporate,influencer_startup,influencer_freelance,influencer_local_nonprofit,influencer_international_nonprofit,influencer_individual,total_influencers,relationship_public,relationship_academic,relationship_private,relationship_civil,neighborhood,global_events,startup_structure,business_clusters,public_infrastructure,governmental_meeting,online,other_meeting_place,total_meeting_places,opinion_share,opinion_change,engagement_wish,online_survey,workshop,interview,voting_app,project,total_engagement,engagement_freq,survey_date
Survey,Taipei,11,11,,Woman,2019-11-30,2019-11-20,New Taipei City,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,4,1,1,0,0,0,1,0,3,Public Sector,Government (Local),1,1,0,0,0,0,0,0,0,0,0,0,2,Positive,Positive,Positive,Positive,1,1,1,0,0,1,1,0,5,5,3,Yes,1,1,0,1,1,4,One hour a week,2019/11/08 9:32:20 PM UTC+8
Survey,Tel Aviv,212,212,,Man,1994-05-11,2012-09-04,הצפון הישן HaTzafon HaYashan,2,1,0,1,0,0,0,0,0,1,0,0,3,1,1,1,0,1,1,0,0,0,5,0,1,0,0,0,0,0,1,Public Sector,Government (National),1,1,0,0,0,0,0,0,0,0,0,0,2,Neutral,Negative,Neutral,Neutral,1,1,0,0,0,0,1,0,3,2,3,Yes,1,0,0,1,1,3,One hour a day,2020/03/25 3:33:05 PM UTC+3
Survey,Tallinn,300,300,,Man,2020-09-06,2020-06-11,Haabersti,10,0,0,1,1,0,0,0,0,1,1,0,4,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Public Sector,Government (National),0,0,0,0,0,0,0,1,0,0,0,0,1,Positive,Positive,Positive,Positive,0,0,0,0,1,0,0,0,1,5,3,Yes,0,1,0,0,1,2,One hour a year,2020/06/11 4:28:11 PM UTC+3
Survey,Tel Aviv,232,232,,Woman,1985-07-10,1985-07-10,Neve Chen,4,1,0,1,1,0,0,0,1,1,0,0,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Public Sector,Government (National),0,0,0,0,0,0,0,0,0,0,0,1,1,Positive,Neutral,Positive,Neutral,0,0,0,0,0,0,1,0,1,3,3,No,0,0,0,1,0,1,One hour a day,2020/04/02 3:06:05 PM UTC+3
Survey,Tallinn,329,329,,Man,1999-12-09,2019-07-01,Pirita,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,4,0,0,0,0,0,1,0,1,Public Sector,Government (National),1,0,0,0,0,0,0,0,0,0,0,0,1,Neutral,Neutral,Positive,Neutral,1,0,0,0,0,0,0,0,1,2,2,No,1,0,0,0,0,1,One hour a year,2020/06/25 5:49:33 PM UTC+3
Survey,Tel Aviv,242,242,,Man,1987-12-23,2017-09-01,יפו ג .Yafo C,2,1,0,1,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,Public Sector,Government (National),1,0,0,0,0,0,1,0,0,0,0,0,2,Negative,Positive,Negative,Neutral,0,0,0,0,1,0,1,0,2,1,2,No,0,0,0,0,0,0,One hour a year,2020/04/07 8:51:12 AM UTC+3
Survey,Tel Aviv,151,151,,Man,2015-10-29,2016-04-07,פלורנטין Florentin,5,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Public Sector,Government (National),1,0,0,0,0,1,0,0,0,0,0,0,2,Positive,Positive,Positive,Positive,0,1,1,1,0,0,1,0,4,5,3,Yes,0,1,1,0,1,3,More than one hour a day,2020/03/01 5:05:52 PM UTC+3
Survey,Tallinn,340,340,,Woman,1980-01-01,1980-01-01,Mustamäe,7,1,0,0,1,0,0,1,0,0,1,0,4,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,Public Sector,Government (National),1,1,0,0,0,0,0,0,0,0,1,0,3,Positive,Positive,Positive,Positive,0,0,0,0,0,1,1,0,2,5,3,Yes,1,0,1,1,0,3,One hour a week,2020/06/26 9:17:02 PM UTC+3
Survey,Taipei,112,112,,Man,1990-04-02,1990-04-02,Beitóu/北投,3,1,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,2,Public Sector,Government (National),0,0,0,0,0,0,0,0,1,1,1,1,4,Positive,Positive,Neutral,Positive,0,0,0,0,0,1,1,0,2,5,2,Yes,1,1,1,1,0,4,One hour a week,2019/11/29 11:42:23 PM UTC+8
Survey,Tel Aviv,178,178,,Man,1936-12-11,1963-01-01,הצפון הישן HaTzafon HaYashan,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,Public Sector,Government (National),1,0,0,0,0,0,0,0,0,0,0,0,1,Neutral,Positive,Positive,Neutral,0,0,0,0,0,0,1,0,1,2,2,No,1,0,0,0,0,1,Less than one hour a year,2020/03/11 3:22:11 PM UTC+3
Survey,Tel Aviv,240,240,,Man,1992-10-11,2019-07-01,Raman Gan,10,1,1,1,1,0,0,0,1,1,0,0,6,1,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,Public Sector,Government (National),1,1,0,0,0,0,1,0,0,0,0,1,4,Positive,Positive,Neutral,Positive,0,0,1,0,0,1,1,0,3,4,4,Yes,1,0,0,1,1,3,More than one hour a day,2020/04/07 3:50:24 PM UTC+3
Survey,Tallinn,343,343,,Man,1965-01-01,2010-01-01,Põhja-Tallinn,6,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Public Sector,Government (National),1,0,0,0,0,0,0,0,0,0,0,0,1,Positive,Positive,Neutral,Neutral,0,0,0,0,0,0,0,0,0,1,2,Yes,0,0,0,1,1,2,One hour a month,2020/06/27 10:42:49 AM UTC+3
Survey,Tel Aviv,169,169,,Man,1963-10-21,2000-08-16,לב העיר Lev HaIr,4,0,0,1,1,0,0,0,0,0,1,0,3,1,0,1,0,1,1,0,0,0,4,0,1,0,0,1,0,0,2,Public Sector,Public Services,0,0,0,0,1,1,0,0,0,0,0,1,3,Negative,Neutral,Positive,Neutral,0,0,0,0,1,0,1,0,2,4,2,Yes,1,0,0,1,0,2,One hour a week,2020/03/05 11:25:03 AM UTC+3
Survey,Tallinn,327,327,,Woman,1982-03-30,2005-09-01,Kristiine,7,1,0,1,1,1,1,1,0,1,1,0,8,1,0,0,0,1,1,0,0,0,3,0,1,0,1,0,0,1,3,Public Sector,Public Services,1,1,0,0,0,0,0,0,0,0,0,0,2,Neutral,Positive,Positive,Neutral,1,1,0,0,1,1,1,0,5,4,3,Yes,1,0,1,1,0,3,One hour a week,2020/06/22 10:09:41 PM UTC+3
Survey,Tel Aviv,244,244,,Woman,1991-02-03,2018-01-01,לב העיר Lev HaIr,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Public Sector,Public Services,0,0,0,0,0,0,0,0,0,1,0,0,1,Negative,Positive,Neutral,Positive,0,0,0,0,0,0,1,0,1,4,3,No,1,1,0,1,0,3,One hour a month,2020/04/07 9:12:43 AM UTC+3
Survey,Tel Aviv,239,239,,Man,1996-06-24,2019-12-01,עזרה Ezra,10,1,1,0,1,1,0,0,0,0,0,0,4,1,1,1,0,1,1,0,0,0,5,0,1,0,0,0,0,0,1,Public Sector,Public Services,1,1,1,1,0,0,0,1,0,0,0,1,6,Negative,Negative,Neutral,Neutral,1,0,0,0,0,0,0,0,1,4,4,Yes,0,0,0,1,0,1,One hour a day,2020/04/06 9:07:13 PM UTC+3
Survey,Tallinn,246,246,,Woman,1998-12-15,2019-08-24,Kristiine,4,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Public Sector,Public Services,0,0,1,0,0,0,0,0,0,0,0,0,1,Positive,Positive,Neutral,Positive ; Neutral,1,1,0,0,0,0,1,0,3,3,2,Yes,0,1,0,0,1,2,One hour a week,2020/06/01 2:27:44 PM UTC+3
Survey,Tel Aviv,125,125,,Man,1986-07-05,2014-01-01,לב העיר  Lev HaIr,10,1,1,1,1,1,0,0,0,0,0,0,5,1,1,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,1,Public Sector,Public Services,1,0,0,0,0,1,1,0,0,0,0,0,3,Positive,Positive,Neutral,Neutral,0,0,1,1,0,1,0,0,3,3,4,Yes,0,0,0,0,1,1,Less than one hour a year,2020/02/16 4:48:54 PM UTC+3
Survey,Tel Aviv,183,183,,Man,1972-11-05,2000-10-10,רמת אביב ג' Ramat Aviv Gimmel,4,1,1,1,1,0,0,0,1,1,0,0,6,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,2,Public Sector,Public Services,1,0,0,0,0,0,0,0,0,0,0,0,1,Positive,Positive,Neutral,Positive,0,0,0,0,0,0,1,0,1,5,5,Yes,0,0,0,0,1,1,More than one hour a day,2020/03/15 9:20:17 PM UTC+3
Survey,Tel Aviv,238,238,,Man,1961-04-06,1986-01-01,לב העיר Lev HaIr,5,1,1,1,1,1,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Public Sector,Public Services,0,0,0,0,0,0,0,0,0,0,0,1,1,Positive,Positive,Positive,Positive,0,0,0,0,0,0,1,0,1,2,3,Yes,1,0,0,1,0,2,One hour a month,2020/04/06 10:06:11 AM UTC+3
Survey,Tallinn,288,288,,Woman,1991-12-03,2009-01-01,Põhja-Tallinn,2,1,0,0,1,0,0,0,1,1,1,0,5,1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,2,Public Sector,Startup & SMEs,1,0,1,0,0,0,0,1,0,0,0,0,3,Neutral,Positive,Positive,Neutral,0,0,1,1,1,0,1,0,4,5,5,Yes,0,0,0,1,1,2,One hour a week,2020/06/08 3:49:01 PM UTC+3
Survey,Tallinn,251,251,,Woman,2001-06-21,2001-06-21,Põhja-Tallinn,2,1,1,1,1,0,0,0,1,0,0,0,5,1,1,1,0,0,1,0,1,0,5,0,1,0,0,0,1,0,2,Research & Innovation,Academic Research,1,0,1,0,0,0,0,0,0,0,0,1,3,Neutral,Neutral,Neutral,Neutral,1,0,0,0,0,0,1,0,2,2,4,Yes,1,0,0,1,0,2,One hour a month,2020/06/01 8:39:19 PM UTC+3
Survey,Tallinn,291,291,,Woman,1990-11-06,1994-11-06,Põhja-Tallinn,3,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,1,0,0,4,0,1,0,0,0,1,0,2,Research & Innovation,Academic Research,1,1,0,1,0,1,0,0,0,0,0,0,4,Neutral,Positive,Neutral,Neutral,0,1,1,0,0,0,0,0,2,3,5,No,0,0,1,0,0,1,One hour a week,2020/06/09 10:52:46 PM UTC+3
Survey,Tallinn,349,349,,Man,1972-03-03,2013-10-01,Peetri,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,3,0,1,0,0,1,0,0,2,Research & Innovation,Academic Research,1,1,1,1,0,0,1,0,0,0,0,0,5,Negative,Neutral,Neutral,Neutral,0,0,1,0,0,0,1,0,2,4,2,No,0,0,0,1,0,1,One hour a month,2020/06/29 6:40:47 PM UTC+3
Survey,Tel Aviv,199,199,,Woman,1979-10-13,2006-01-10,הצפון הישן HaTzafon HaYashan,6,1,0,1,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,0,0,0,0,1,1,0,0,0,1,0,0,3,Negative,Positive,Neutral,Positive,0,0,0,1,1,0,1,0,3,5,3,Yes,1,1,1,1,1,5,One hour a week,2020/03/22 2:00:58 PM UTC+3
Survey,Taipei,74,74,,Woman,1992-07-23,2012-09-14,Zhōngshān/中山,5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,5,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,0,0,0,0,0,0,1,0,0,0,0,0,1,Neutral,Positive,Neutral,Neutral,1,0,0,0,0,0,0,0,1,3,3,Yes,0,0,0,0,1,1,One hour a day,2019/11/16 7:23:29 AM UTC+8
Survey,Tallinn,311,311,,Man,1993-09-23,2018-09-10,Mustamäe,1,1,1,1,0,1,0,0,0,0,0,0,4,1,1,1,1,1,1,0,0,0,6,0,1,0,1,0,0,0,2,Research & Innovation,Academic Research,1,1,0,0,0,0,0,0,0,1,0,0,3,Neutral,Positive,Neutral,Neutral,0,0,1,0,0,0,1,0,2,4,3,Yes,1,1,1,1,1,5,One hour a day,2020/06/15 10:13:49 PM UTC+3
Survey,Taipei,24,24,,Woman,1974-03-04,2011-10-10,Wénshān/文山,3,1,0,1,1,0,0,1,0,0,0,0,4,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Research & Innovation,Academic Research,0,0,0,0,1,0,0,0,0,1,1,0,3,Positive,Positive,Negative,Positive,1,0,0,0,0,0,1,0,2,3,3,Yes,1,1,1,1,1,5,One hour a week,2019/11/11 12:39:20 PM UTC+8
Survey,Tallinn,330,330,,Woman,1991-08-23,2017-08-23,Kesklinn,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,0,0,0,0,0,0,0,0,0,1,1,1,3,Neutral,Positive,Neutral,Neutral,0,0,0,0,0,0,1,0,1,1,4,Yes,1,1,1,1,1,5,One hour a day,2020/06/25 7:22:13 PM UTC+3
Survey,Tel Aviv,215,215,,Woman,1998-07-15,2017-09-01,יהודה המכבי Yehuda HaMaccabi,3,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,1,0,0,0,0,0,0,0,0,0,0,0,1,Neutral,Neutral,Neutral,Neutral,1,0,0,0,0,0,0,0,1,2,2,Yes,1,1,0,1,1,4,One hour a year,2020/03/26 10:41:54 PM UTC+3
Survey,Taipei,60,60,,Man,1984-11-14,2019-04-02,Wénshān/文山,9,1,1,1,1,1,0,0,0,0,0,0,5,1,0,1,0,1,0,0,0,0,3,1,1,0,0,0,0,0,2,Research & Innovation,Academic Research,1,0,0,0,0,0,0,0,0,0,0,1,2,Neutral,Positive,Neutral,Positive,1,1,0,0,0,1,0,0,3,3,2,Yes,0,1,0,1,1,3,One hour a week,2019/11/14 6:34:22 PM UTC+8
Survey,Tallinn,245,245,,Man,1986-09-13,1986-09-13,Kesklinn,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,Research & Innovation,Academic Research,1,1,1,1,0,1,0,0,0,0,0,0,5,Negative,Neutral,Positive,Neutral,1,1,0,0,0,0,0,0,2,3,2,Yes,1,0,0,1,1,3,One hour a week,2020/06/01 10:04:50 PM UTC+3
Survey,Tallinn,318,318,,Woman,1991-06-25,2019-08-28,Mustamäe,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,0,0,0,0,1,0,0,0,0,0,0,1,2,Neutral,Positive,Neutral,Neutral,0,0,0,0,0,0,1,0,1,2,2,Yes,1,0,0,1,1,3,One hour a month,2020/06/16 10:12:44 AM UTC+3
Survey,Tallinn,328,328,,Man,1987-07-27,2019-01-04,Kesklinn,1,1,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,0,1,0,0,0,1,1,1,1,0,0,0,5,Neutral,Positive,Positive,Positive,0,1,1,1,0,0,0,0,3,3,3,Yes,0,0,1,0,1,2,One hour a week,2020/06/23 11:58:29 AM UTC+3
Survey,Tallinn,282,282,,Woman,1995-03-01,2015-01-01,Mustamäe,4,0,0,1,1,1,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,Research & Innovation,Academic Research,0,1,1,0,0,0,0,0,0,0,0,0,2,Neutral,Positive,Neutral,Positive,1,0,0,0,0,0,1,0,2,3,3,Yes,0,1,0,0,1,2,One hour a day,2020/06/07 8:40:31 PM UTC+3
Survey,Taipei,97,97,,Man,2019-11-20,2019-09-04,Dà'ān/大安,7,1,0,0,1,0,1,1,0,0,0,0,4,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,2,Research & Innovation,Academic Research,0,0,0,0,0,0,1,0,0,1,1,0,3,Neutral,Positive,Neutral,Positive,0,1,0,1,0,0,0,0,2,4,3,Yes,0,1,0,0,1,2,One hour a week,2019/11/20 7:02:33 PM UTC+8
Survey,Tel Aviv,216,216,,Man,1981-01-29,2005-09-01,נווה אביבים Neve Avivim,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,0,0,0,0,1,0,0,0,0,0,0,0,1,Negative,Positive,Neutral,Neutral,0,0,0,0,1,0,0,0,1,1,2,Yes,0,0,0,0,1,1,One hour a day,2020/03/26 2:02:01 PM UTC+3
Survey,Tel Aviv,206,206,,Man,1992-02-04,2016-01-06,הצפון הישן HaTzafon HaYashan,7,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,0,1,0,0,0,0,0,0,0,0,1,0,2,Positive,Positive,Positive,Positive,1,1,1,0,0,0,1,0,4,4,2,Yes,0,1,0,1,0,2,One hour a week,2020/03/23 8:31:51 PM UTC+3
Survey,Tallinn,322,322,,Man,1970-01-01,1988-01-06,Lasnamäe,4,1,1,1,1,0,0,0,1,1,1,0,7,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,1,0,3,Research & Innovation,Academic Research,1,1,0,0,0,0,0,0,0,0,1,0,3,Positive,Positive,Positive,Positive,0,0,0,0,0,1,0,1,2,4,3,Yes,1,0,0,1,0,2,One hour a month,2020/06/17 6:18:38 PM UTC+3
Survey,Tallinn,323,323,,Man,1997-02-16,2019-08-28,Kristiine,1,0,0,1,1,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,1,0,0,0,0,0,0,0,0,0,0,0,1,Neutral,Positive,Neutral,Neutral,0,0,1,0,0,0,0,1,2,3,3,No,1,0,0,1,0,2,One hour a month,2020/06/18 11:18:10 PM UTC+3
Survey,Taipei,100,100,,Man,1984-09-02,2019-01-01,Zhōngzhèng/中正,5,1,0,1,1,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,Research & Innovation,Academic Research,0,0,0,0,1,0,0,0,0,1,1,1,4,Positive,Positive,Positive,Positive,0,0,1,0,0,0,1,0,2,3,3,Yes,0,1,1,0,0,2,More than one hour a day,2019/11/21 12:30:24 PM UTC+8
Survey,Tallinn,313,313,,Man,1989-02-20,2013-08-20,Kesklinn,4,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,Research & Innovation,Academic Research,1,0,1,0,0,0,0,0,0,1,1,1,5,Negative,Negative,Positive,Neutral,0,0,0,0,0,0,1,0,1,4,3,No,1,0,1,0,0,2,One hour a week,2020/06/15 2:40:34 PM UTC+3
Survey,Tallinn,351,351,,Man,1982-09-18,1982-09-18,Viimsi,1,1,0,1,1,1,1,0,1,1,0,0,7,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,1,Research & Innovation,Academic Research,1,0,0,0,0,0,0,0,0,0,0,0,1,Neutral,Positive,Positive,Neutral,1,0,0,0,0,0,0,0,1,3,2,Yes,1,1,0,0,0,2,One hour a month,2020/06/30 2:24:10 PM UTC+3
Survey,Tel Aviv,243,243,,Man,1990-12-06,2018-10-01,הצפון הישן HaTzafon HaYashan,2,1,1,0,1,0,0,0,0,1,0,0,4,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,1,0,0,0,0,0,0,0,0,0,0,0,1,Neutral,Positive,Neutral,Neutral,0,0,1,1,0,0,1,0,3,2,4,Yes,1,0,1,1,0,3,One hour a week,2020/04/07 8:59:28 AM UTC+3
Survey,Tallinn,333,333,,Woman,1979-11-10,1979-11-10,Kristiine,2,1,0,0,0,1,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,0,0,0,0,1,0,0,0,0,0,0,0,1,Neutral,Positive,Neutral,Positive,1,1,0,0,1,0,1,0,4,3,3,Yes,1,0,1,1,0,3,One hour a week,2020/06/25 8:10:55 PM UTC+3
Survey,Taipei,1,1,,Woman,2019-02-22,2015-09-10,Dà'ān/大安,1,1,1,1,1,1,0,1,1,0,0,0,7,1,0,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,2,Research & Innovation,Academic Research,0,0,0,0,1,0,0,0,1,0,1,1,4,Neutral,Positive,Neutral,Positive,0,0,0,0,1,1,1,0,3,2,4,Yes,1,1,0,1,0,3,One hour a week,2019/11/08 1:10:03 PM UTC+8
Survey,Taipei,71,71,,Woman,1994-11-22,2000-10-01,Zhōngzhèng/中正,6,1,1,0,1,1,0,0,0,0,0,0,4,1,0,1,1,1,1,0,0,0,5,1,0,0,0,0,1,0,2,Research & Innovation,Academic Research,0,0,1,0,0,1,0,0,0,0,0,0,2,Neutral,Positive,Neutral,Neutral,0,1,1,0,0,0,1,0,3,4,3,Yes,1,1,0,1,0,3,One hour a week,2019/11/15 9:10:53 AM UTC+8
Survey,Tallinn,253,253,,Woman,1989-07-26,2019-08-26,Kristiine,1,1,1,1,1,1,0,0,0,0,0,0,5,0,0,1,1,1,1,0,0,0,4,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,0,0,0,0,1,0,0,0,0,0,0,1,2,Positive,Positive,Neutral,Positive,0,0,1,0,0,0,0,0,1,2,4,Yes,1,1,0,1,0,3,One hour a week,2020/06/02 1:18:12 PM UTC+3
Survey,Tallinn,309,309,,Man,1977-12-05,2014-01-28,Kesklinn,4,1,1,1,1,1,0,0,1,1,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Research & Innovation,Academic Research,1,0,0,0,0,1,0,0,0,0,0,0,2,Positive,Positive,Neutral,Neutral,1,1,1,1,1,0,1,0,6,5,3,Yes,1,1,1,1,0,4,One hour a year,2020/06/14 12:53:50 PM UTC+3
Survey,Tallinn,272,272,,Man,1975-06-29,2013-06-25,Mustamäe,3,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,3,0,1,1,0,0,1,0,3,Research & Innovation,Academic Research,1,0,0,0,0,0,0,0,0,0,0,0,1,Neutral,Positive,Neutral,Neutral,0,0,0,0,0,0,0,1,1,4,4,Yes,0,0,0,1,0,1,One hour a week,2020/06/04 9:44:46 AM UTC+3
Survey,Tel Aviv,200,200,,Woman,1962-12-11,1989-11-04,צהלון Tzahalon,2,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,0,0,0,0,1,0,0,0,0,0,0,0,1,Negative,Neutral,Negative,Positive,0,0,0,0,0,0,0,0,0,2,3,Yes,0,0,0,1,0,1,One hour a week,2020/03/22 2:51:59 PM UTC+3
Survey,Tel Aviv,188,188,,Woman,1981-09-24,2005-08-01,רמת אביב א' Ramat Aviv Aleph,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,0,0,0,1,0,0,0,0,0,0,0,0,1,Negative,Positive,Positive,Neutral,0,0,0,0,0,0,1,0,1,1,3,Yes,0,0,0,1,0,1,One hour a week,2020/03/17 8:12:28 PM UTC+3
Survey,Tallinn,347,347,,Man,1996-05-13,2016-09-01,Mustamäe,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,Research & Innovation,Academic Research,0,0,0,0,0,1,1,0,0,0,0,0,2,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,2,2,No,0,0,0,1,0,1,Less than one hour a year,2020/06/29 1:18:46 PM UTC+3
Survey,Tel Aviv,213,213,,Man,1991-05-02,2016-10-01,רמת אביב ג' Ramat Aviv Gimmel,1,1,0,1,1,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,0,0,0,0,1,0,0,0,0,0,0,0,1,Negative,Positive,Positive,Neutral,0,0,0,0,0,0,1,0,1,1,1,No,0,0,0,1,0,1,Less than one hour a year,2020/03/25 5:57:35 PM UTC+3
Survey,Tallinn,325,325,,Woman,1980-03-24,2020-01-26,Kesklinn,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,0,0,0,0,1,0,0,0,0,0,0,0,1,Negative,Positive,Positive,Neutral,0,0,0,0,1,0,0,1,2,3,4,No,0,1,0,0,0,1,One hour a week,2020/06/18 5:55:00 PM UTC+3
Survey,Tel Aviv,203,203,,Woman,1987-05-08,2016-08-01,לב העיר Lev HaIr,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,0,0,0,0,0,0,0,0,0,0,1,1,2,Negative,Positive,Neutral,Positive,0,0,0,0,0,0,1,0,1,5,3,Yes,0,1,0,0,0,1,One hour a month,2020/03/23 3:22:31 PM UTC+3
Survey,Tel Aviv,204,204,,Woman,1995-09-01,2015-06-01,לב העיר Lev HaIr,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,0,0,0,0,1,1,0,1,0,1,0,0,4,Negative,Neutral,Positive,Positive,0,0,0,0,0,0,1,0,1,4,3,Yes,1,0,0,0,0,1,One hour a month,2020/03/23 5:35:58 PM UTC+3
Survey,Taipei,22,22,,Woman,1992-02-11,2017-04-10,Zhōngshān/中山,1,1,0,1,1,0,1,0,0,1,0,0,5,1,0,1,0,0,1,0,0,0,3,1,1,0,0,0,1,0,3,Research & Innovation,Academic Research,1,1,0,0,0,0,0,0,0,0,0,0,2,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,1,0,0,1,1,2,No,1,0,0,0,0,1,One hour a month,2019/11/10 5:41:41 PM UTC+8
Survey,Tallinn,308,308,,Man,1972-09-01,1972-09-01,Kesklinn,5,0,0,0,1,0,0,1,1,1,0,0,4,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Research & Innovation,Academic Research,0,0,0,0,1,0,0,1,0,0,0,0,2,Positive,Positive,Positive,Positive,0,0,1,0,0,0,0,0,1,3,2,Yes,1,0,0,0,0,1,One hour a month,2020/06/14 10:48:16 PM UTC+3
